date,net_pnl,duration_seconds
2021-10-28,-105.68,31980.000
2021-10-31,-67.76,17280.000
2021-11-01,-69.43,8280.000
2021-11-01,-118.99,24000.000
2021-11-02,297.90,15660.000
2021-11-03,-1257.42,531900.000
2021-11-04,-94.05,10080.000
2021-11-05,-78.01,13020.000
2021-11-07,465.88,359100.000
2021-11-07,229.22,83160.000
2021-11-09,-4733.56,164700.000
2021-11-09,-90.06,10320.000
2021-11-10,1548.41,81000.000
2021-11-10,-120.06,16080.000
2021-11-12,4306.83,159300.000
2021-11-13,850.38,102600.000
2021-11-13,-73.96,9720.000
2021-11-15,-39.13,51300.000
2021-11-15,330.16,178200.000
2021-11-18,-99.56,10980.000
2021-11-19,-105.89,8160.000
2021-11-20,-5466.15,440100.000
2021-11-21,-106.26,28380.000
2021-11-22,1376.11,108000.000
2021-11-24,-108.14,35100.000
2021-11-24,-824.43,245700.000
2021-11-24,-86.76,6540.000
2021-11-26,2490.77,129600.000
2021-11-27,-122.45,83700.000
2021-11-27,-77.17,6780.000
2021-11-29,423.90,12360.000
2021-11-30,-112.19,11400.000
2021-12-01,-88.88,16380.000
2021-12-03,-76.31,15240.000
2021-12-03,62.79,550800.000
2021-12-06,-134.40,1080.000
2021-12-07,485.79,51660.000
2021-12-07,-4195.09,340200.000
2021-12-08,3136.40,72900.000
2021-12-09,-115.28,21900.000
2021-12-10,-124.25,1800.000
2021-12-10,-1126.11,180900.000
2021-12-12,84.23,89100.000
2021-12-13,789.90,267300.000
2021-12-14,614.90,105300.000
2021-12-15,-137.46,15660.000
2021-12-15,1602.34,64800.000
2021-12-16,-104.53,67500.000
2021-12-18,-95.54,22920.000
2021-12-19,-61.21,13500.000
2021-12-19,1403.10,305100.000
2021-12-19,-24.19,29700.000
2021-12-20,2880.46,105300.000
2021-12-20,-99.98,4440.000
2021-12-21,4045.74,70200.000
2021-12-22,-154.18,116100.000
2021-12-22,-53.39,10800.000
2021-12-23,231.30,4380.000
2021-12-23,3368.21,108000.000
2021-12-25,-61.26,2280.000
2021-12-26,795.49,191700.000
2021-12-26,606.57,75600.000
2021-12-27,-70.44,11940.000
2021-12-28,3653.72,153900.000
2021-12-30,-74.19,21900.000
2021-12-31,-75.28,2700.000
2021-12-31,-125.67,232200.000
2021-12-31,-110.53,7080.000
2022-01-02,-79.42,46800.000
2022-01-02,-64.76,8340.000
2022-01-02,-59.34,6660.000
2022-01-03,-60.64,7200.000
2022-01-03,2851.30,286200.000
2022-01-04,952.27,81000.000
2022-01-04,-71.95,16080.000
2022-01-05,-61.41,5220.000
2022-01-05,-90.45,6960.000
2022-01-05,6644.28,110700.000
2022-01-09,-106.23,11040.000
2022-01-09,-78.50,8040.000
2022-01-09,-794.06,337500.000
2022-01-09,-81.35,19740.000
2022-01-10,3404.92,67500.000
2022-01-11,-13.53,35100.000
2022-01-11,3533.95,97200.000
2022-01-13,256.14,126900.000
2022-01-13,-1576.07,167400.000
2022-01-15,-86.41,32280.000
2022-01-16,-48.53,35100.000
2022-01-16,-45.66,1500.000
2022-01-16,-80.30,4740.000
2022-01-17,-60.54,3720.000
2022-01-18,-1849.02,453600.000
2022-01-19,-85.18,5760.000
2022-01-19,-90.49,6960.000
2022-01-20,191.02,25440.000
2022-01-22,11547.52,264600.000
2022-01-23,-128.28,12300.000
2022-01-24,-141.79,4020.000
2022-01-25,-102.66,40500.000
2022-01-25,1972.44,324000.000
2022-01-26,2235.43,102600.000
2022-01-28,-139.42,4800.000
2022-01-28,3889.21,170100.000
2022-01-29,143.38,86400.000
2022-01-30,659.35,167400.000
2022-01-31,482.07,72900.000
2022-02-01,339.84,60120.000
2022-02-02,-54.36,1980.000
2022-02-02,897.53,175500.000
2022-02-04,305.79,46200.000
2022-02-04,7630.65,175500.000
